Date,Departure station,Arrival station,Route,Pct delay due to external causes,Pct delay due to rolling stock,Pct delay due to infrastructure,Pct delay due to traffic management,Pct delay due to station management and equipment reuse,"Pct delay due to passenger handling (crowding, disabled persons, connections)"
2024-05,PARIS LYON,MARSEILLE ST CHARLES,PARIS LYON → MARSEILLE ST CHARLES,16.88311688,15.58441558,33.76623377,12.987012989999998,9.09090909,11.68831169
2024-06,PARIS LYON,MARSEILLE ST CHARLES,PARIS LYON → MARSEILLE ST CHARLES,9.5890411,15.06849315,38.35616438,16.43835616,9.5890411,10.95890411
2024-07,PARIS LYON,MARSEILLE ST CHARLES,PARIS LYON → MARSEILLE ST CHARLES,15.06849315,,15.06849315,16.43835616,19.17808219,17.808219180000002
2024-08,PARIS LYON,MARSEILLE ST CHARLES,PARIS LYON → MARSEILLE ST CHARLES,14.58333333,31.25,4.16666667,29.16666667,10.41666667,10.41666667
2024-09,PARIS LYON,MARSEILLE ST CHARLES,PARIS LYON → MARSEILLE ST CHARLES,8.33333333,28.33333333,,18.33333333,20.0,8.33333333
2024-10,PARIS LYON,MARSEILLE ST CHARLES,PARIS LYON → MARSEILLE ST CHARLES,22.857142860000003,40.0,14.28571429,0.0,5.71428571,17.14285714
2024-11,PARIS LYON,MARSEILLE ST CHARLES,PARIS LYON → MARSEILLE ST CHARLES,,40.0,24.0,10.0,2.0,6.0
2018-01,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,25.71428571,14.28571429,45.71428571,11.42857143,2.857142857,0.0
2018-02,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,36.36363636,,21.21212121,12.12121212,0.0,0.0
2018-03,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,40.625,,21.875,3.125,3.125,3.125
2018-04,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,34.7826087,30.43478261,21.73913043,8.695652174,4.347826087,0.0
2018-05,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,48.27586207,24.13793103,20.68965517,3.448275862,0.0,3.448275862
2018-06,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,17.64705882,27.94117647,38.23529412,11.76470588,2.941176471,1.470588235
2018-07,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,218.89587774190275,44.55445545,21.78217822,198.7610364132147,3.96039604,0.0
2018-09,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,20.40816327,40.81632653,18.36734694,198.7610364132147,4.081632653,0.0
2018-10,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,,21.875,34.375,3.125,12.5,0.0
2018-12,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,36.36363636,190.4200842324105,18.18181818,30.3030303,3.03030303,0.0
2019-01,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,39.39393939,33.33333333,12.12121212,6.060606061,9.090909091,0.0
2019-02,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,20.0,15.0,40.0,20.0,5.0,0.0
2019-04,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,13.04347826,,17.39130435,,13.04347826,0.0
2019-07,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,19.23076923,32.69230769,25.0,17.30769231,72.0439601026586,0.0
2019-11,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,42.10526316,31.57894737,10.52631579,10.52631579,5.263157895,0.0
2020-01,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,,47.82608696,21.73913043,4.347826087,4.347826087,75.91572970554272
2020-03,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,12.5,,37.5,0.0,0.0,0.0
2020-04,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,0.0,0.0,100.0,0.0,0.0,0.0
2020-05,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,,190.4200842324105,75.0,0.0,0.0,0.0
2020-06,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,33.33333333,190.4200842324105,50.0,16.66666667,0.0,0.0
2020-07,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,33.33333333,14.28571429,14.28571429,38.0952381,0.0,0.0
2020-08,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,18.75,37.5,0.0,31.25,6.25,6.25
2020-10,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,44.44444444,11.11111111,22.22222222,22.22222222,0.0,0.0
2020-11,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,218.89587774190275,20.0,60.0,0.0,0.0,0.0
2020-12,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,16.66666667,0.0,33.33333333,0.0,50.0,
2021-01,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,35.71428571,28.57142857,14.28571429,,7.142857143,7.142857143
2021-03,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,28.57142857,28.57142857,28.57142857,14.28571429,0.0,0.0
2021-06,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,36.11111111,19.44444444,27.77777778,0.0,8.333333333,8.333333333
2021-07,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,19.51219512,39.02439024,21.95121951,7.317073170731709,4.878048780487811,7.317073170731709
2021-08,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,9.375,40.625,18.75,12.5,72.0439601026586,15.625
2021-09,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,12.5,25.0,25.0,,0.0,25.0
2021-10,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,14.28571429,17.14285714,48.571428571428605,17.14285714,0.0,2.857142857
2021-11,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,28.26086957,34.78260869565219,15.2173913,4.347826086956521,8.695652173913041,8.695652173913041
2021-12,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,22.22222222,22.22222222,16.66666667,11.11111111,11.11111111,16.66666667
2022-01,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,18.18181818,36.36363636,18.18181818,0.0,,9.090909091
2022-02,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,218.89587774190275,25.0,25.0,12.5,0.0,0.0
2022-03,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,28.57142857,,,7.142857143,0.0,7.142857143
2022-04,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,23.52941176,14.70588235,20.58823529,17.64705882,8.823529412,14.70588235
2022-05,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,218.89587774190275,28.125,18.75,9.375,9.375,
2022-06,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,28.57142857,33.33333333,19.04761905,7.142857143,7.142857143,
2022-07,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,7.339449541,43.11926606,19.26605505,15.59633028,,6.422018348623849
2022-08,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,9.523809524,190.4200842324105,11.9047619,16.66666667,2.380952381,9.523809524
2022-10,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,0.0,42.85714286,21.42857143,7.142857143,7.142857143,21.42857143
2022-11,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,,26.66666667,6.666666667,13.33333333,6.666666667,0.0
2022-12,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,15.38461538,46.15384615,0.0,15.38461538,11.53846154,11.53846154
2023-01,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,9.090909091,54.54545455,218.65088787857883,4.545454545454549,,4.545454545454549
2023-03,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,40.90909091,18.18181818,36.36363636,4.545454545454549,0.0,0.0
2023-05,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,14.28571429,38.0952381,23.80952381,,0.0,19.04761905
2023-07,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,20.0,26.0,38.0,12.0,4.0,0.0
2023-09,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,14.814814809999998,33.333333329999995,33.333333329999995,7.407407409999999,3.7037037,7.407407409999999
2023-10,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,7.894736839999999,36.84210526,31.57894737,,7.894736839999999,5.26315789
2023-11,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,18.75,43.75,6.25,25.0,0.0,6.25
2023-12,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,13.33333333,,30.0,13.33333333,3.33333333,75.91572970554272
2024-01,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,218.89587774190275,22.222222220000003,33.333333329999995,13.88888889,5.55555556,5.55555556
2024-04,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,35.13513514,21.62162162,16.21621622,10.81081081,5.40540541,
2024-05,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,7.407407409999999,25.92592593,22.22222222,18.51851852,7.407407409999999,18.51851852
2024-06,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,10.52631579,31.57894737,34.21052632,13.15789474,10.52631579,0.0
2024-07,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,23.40425532,,17.0212766,14.89361702,6.3829787200000005,75.91572970554272
2024-09,PARIS LYON,MONTPELLIER,PARIS LYON → MONTPELLIER,11.11111111,37.03703704,18.51851852,25.92592593,3.7037037,
2018-03,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,40.54054054,24.32432432,8.108108108,18.91891892,5.405405405,2.702702703
2018-05,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,54.23728814,22.03389831,6.779661017,8.474576271,1.694915254,6.779661017
2018-07,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,24.61538462,40.0,18.46153846,4.615384615,6.153846154,6.153846154
2018-09,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,17.07317073,39.02439024,19.51219512,12.19512195,72.0439601026586,2.43902439
2018-11,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,21.73913043,30.43478261,15.2173913,21.73913043,10.86956522,0.0
2018-12,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,27.90697674,41.86046512,4.651162791,25.58139535,0.0,75.91572970554272
2019-03,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,4.347826087,30.43478261,26.08695652,30.43478261,0.0,8.695652174
2019-04,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,7.142857143,35.71428571,7.142857143,50.0,0.0,0.0
2019-05,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,19.04761905,23.80952381,33.33333333,23.80952381,0.0,0.0
2019-06,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,23.91304348,30.43478261,17.39130435,26.08695652,2.173913043,0.0
2019-08,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,4.0,44.0,20.0,16.0,8.0,8.0
2019-11,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,10.34482759,37.93103448,31.03448276,13.79310345,6.896551724,0.0
2020-01,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,16.21621622,32.43243243,27.02702703,,2.702702703,2.702702703
2020-02,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,29.62962963,18.51851852,37.03703704,11.11111111,3.703703704,0.0
2020-03,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,6.25,28.125,18.75,12.5,,34.375
2020-04,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,,0.0,40.0,0.0,0.0,50.0
2020-07,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,50.0,30.0,15.0,198.7610364132147,0.0,75.91572970554272
2020-08,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,15.0,30.0,218.65088787857883,25.0,5.0,0.0
2020-09,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,12.5,190.4200842324105,33.33333333,12.5,8.333333333,0.0
2020-10,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,26.66666667,40.0,20.0,6.666666667,6.666666667,0.0
2020-11,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,,0.0,71.42857143,14.28571429,0.0,0.0
2020-12,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,50.0,28.57142857,21.42857143,0.0,72.0439601026586,0.0
2021-01,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,38.46153846,190.4200842324105,,23.07692308,0.0,0.0
2021-02,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,15.38461538,30.76923077,38.46153846,0.0,0.0,15.38461538
2021-04,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,0.0,50.0,25.0,0.0,,25.0
2021-05,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,,12.5,25.0,0.0,12.5,25.0
2021-06,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,27.27272727,27.27272727,18.18181818,0.0,27.27272727,0.0
2021-07,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,4.761904762,33.33333333,23.80952381,9.523809524,4.761904762,23.80952381
2021-09,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,16.66666667,11.11111111,27.77777778,5.555555555555561,33.33333333,5.555555555555561
2021-10,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,0.0,44.0,8.0,12.0,20.0,16.0
2021-11,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,32.25806452,16.12903226,,12.903225806451598,6.4516129032258105,6.4516129032258105
2021-12,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,24.13793103,44.827586206896605,218.65088787857883,10.34482759,13.79310345,3.448275862
2022-01,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,37.5,37.5,25.0,,0.0,0.0
2022-02,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,27.27272727,18.18181818,36.36363636,,0.0,9.090909091
2022-05,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,22.72727272727269,31.81818182,27.27272727,0.0,18.18181818,0.0
2022-06,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,16.66666667,190.4200842324105,5.555555555555561,198.7610364132147,27.77777778,5.555555555555561
2022-07,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,6.896551724,,,15.51724138,17.24137931,15.51724138
2022-08,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,20.75471698,20.75471698,11.32075472,13.20754717,24.52830189,9.433962264
2022-09,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,6.060606061,42.42424242,12.12121212,18.18181818,15.151515151515198,6.060606061
2022-10,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,10.0,46.66666667,23.33333333,3.333333333,6.666666667,10.0
2022-11,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,25.0,19.44444444,25.0,11.11111111,13.88888889,5.555555555555561
2022-12,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,13.043478260869602,52.17391304,0.0,26.08695652,8.695652173913041,0.0
2023-03,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,35.29411765,14.70588235,35.29411765,0.0,14.70588235,75.91572970554272
2023-04,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,6.25,28.125,21.875,12.5,28.125,3.125
2023-07,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,24.3902439,24.3902439,19.51219512,9.75609756,19.51219512,2.43902439
2023-08,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,,11.9047619,16.666666669999998,14.28571429,14.28571429,11.9047619
2023-09,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,6.55737705,22.95081967,32.78688525,18.03278689,13.1147541,6.55737705
2023-10,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,10.34482759,31.03448276,27.5862069,3.4482758600000003,13.79310345,13.79310345
2023-11,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,27.500000000000004,30.0,10.0,12.5,15.0,5.0
2024-01,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,12.5,32.5,15.0,17.5,15.0,7.5
2024-02,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,4.5454545500000005,,22.72727273,27.27272727,9.09090909,22.72727273
2024-03,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,14.28571429,23.80952381,4.76190476,42.85714286,4.76190476,9.52380952
2024-04,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,41.17647059,5.88235294,,14.70588235,23.52941176,2.94117647
2024-06,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,17.5,17.5,27.500000000000004,10.0,72.0439601026586,15.0
2024-07,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,13.63636364,15.909090910000002,27.27272727,27.27272727,11.36363636,4.5454545500000005
2024-08,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,218.89587774190275,33.333333329999995,0.0,33.333333329999995,5.55555556,16.666666669999998
2024-10,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,6.06060606,15.15151515,33.333333329999995,24.24242424,3.03030303,18.18181818
2024-12,PARIS LYON,MULHOUSE VILLE,PARIS LYON → MULHOUSE VILLE,23.52941176,32.35294118,11.76470588,198.7610364132147,11.76470588,75.91572970554272
2018-01,PARIS LYON,NANCY,PARIS LYON → NANCY,19.04761905,28.57142857,33.33333333,19.04761905,0.0,0.0
2018-02,PARIS LYON,NANCY,PARIS LYON → NANCY,24.13793103,41.37931034,17.24137931,10.34482759,3.448275862,3.448275862
2018-03,PARIS LYON,NANCY,PARIS LYON → NANCY,20.68965517,24.13793103,24.13793103,31.03448276,0.0,0.0
2018-04,PARIS LYON,NANCY,PARIS LYON → NANCY,218.89587774190275,28.57142857,50.0,7.142857143,0.0,0.0
2018-05,PARIS LYON,NANCY,PARIS LYON → NANCY,44.44444444,27.77777778,11.11111111,16.66666667,0.0,0.0
2018-07,PARIS LYON,NANCY,PARIS LYON → NANCY,42.85714286,24.48979592,12.24489796,8.163265306,,2.040816327
2018-08,PARIS LYON,NANCY,PARIS LYON → NANCY,12.5,56.25,6.25,12.5,6.25,6.25
2018-09,PARIS LYON,NANCY,PARIS LYON → NANCY,6.25,50.0,25.0,12.5,3.125,3.125
2018-10,PARIS LYON,NANCY,PARIS LYON → NANCY,31.03448276,,13.79310345,,3.448275862,75.91572970554272
2018-12,PARIS LYON,NANCY,PARIS LYON → NANCY,25.0,31.25,12.5,31.25,0.0,0.0
2019-01,PARIS LYON,NANCY,PARIS LYON → NANCY,30.0,20.0,5.0,35.0,10.0,0.0
2019-02,PARIS LYON,NANCY,PARIS LYON → NANCY,33.33333333,,26.66666667,13.33333333,6.666666667,6.666666667
2019-03,PARIS LYON,NANCY,PARIS LYON → NANCY,19.04761905,33.33333333,,,0.0,
2019-04,PARIS LYON,NANCY,PARIS LYON → NANCY,0.0,37.5,50.0,12.5,0.0,0.0
2019-05,PARIS LYON,NANCY,PARIS LYON → NANCY,20.0,20.0,26.66666667,33.33333333,0.0,75.91572970554272
2019-06,PARIS LYON,NANCY,PARIS LYON → NANCY,15.38461538,30.76923077,30.76923077,15.38461538,7.692307692,0.0
2019-07,PARIS LYON,NANCY,PARIS LYON → NANCY,11.11111111,38.88888889,16.66666667,,11.11111111,0.0
2019-09,PARIS LYON,NANCY,PARIS LYON → NANCY,18.18181818,54.54545455,27.27272727,0.0,72.0439601026586,0.0
2019-11,PARIS LYON,NANCY,PARIS LYON → NANCY,46.66666667,20.0,6.666666667,26.66666667,72.0439601026586,0.0
2019-12,PARIS LYON,NANCY,PARIS LYON → NANCY,66.66666667,8.333333333,8.333333333,8.333333333,8.333333333,0.0
2020-01,PARIS LYON,NANCY,PARIS LYON → NANCY,20.0,26.66666667,40.0,13.33333333,,0.0
2020-02,PARIS LYON,NANCY,PARIS LYON → NANCY,9.523809524,,14.28571429,38.0952381,0.0,0.0
2020-05,PARIS LYON,NANCY,PARIS LYON → NANCY,0.0,0.0,0.0,0.0,0.0,0.0
2020-06,PARIS LYON,NANCY,PARIS LYON → NANCY,50.0,25.0,25.0,0.0,0.0,0.0
2020-08,PARIS LYON,NANCY,PARIS LYON → NANCY,16.66666667,,33.33333333,16.66666667,0.0,0.0
2020-09,PARIS LYON,NANCY,PARIS LYON → NANCY,14.28571429,14.28571429,14.28571429,57.14285714,0.0,0.0
2021-01,PARIS LYON,NANCY,PARIS LYON → NANCY,33.33333333,22.22222222,11.11111111,33.33333333,0.0,75.91572970554272
2021-02,PARIS LYON,NANCY,PARIS LYON → NANCY,26.66666667,20.0,20.0,,6.666666667,0.0
2021-03,PARIS LYON,NANCY,PARIS LYON → NANCY,0.0,0.0,0.0,100.0,0.0,0.0
2021-04,PARIS LYON,NANCY,PARIS LYON → NANCY,0.0,0.0,100.0,0.0,0.0,0.0
2021-05,PARIS LYON,NANCY,PARIS LYON → NANCY,14.28571429,14.28571429,71.42857143,0.0,0.0,0.0
2021-06,PARIS LYON,NANCY,PARIS LYON → NANCY,11.11111111,33.33333333,55.55555556,0.0,0.0,0.0
2021-07,PARIS LYON,NANCY,PARIS LYON → NANCY,44.44444444,22.22222222,22.22222222,0.0,11.11111111,
2021-12,PARIS LYON,NANCY,PARIS LYON → NANCY,10.81081081,190.4200842324105,24.32432432,18.91891892,2.702702703,0.0
2022-01,PARIS LYON,NANCY,PARIS LYON → NANCY,13.33333333,33.33333333,20.0,6.666666667,26.66666667,0.0
2022-02,PARIS LYON,NANCY,PARIS LYON → NANCY,0.0,40.0,10.0,40.0,0.0,10.0
2022-05,PARIS LYON,NANCY,PARIS LYON → NANCY,3.2258064516128995,190.4200842324105,16.12903226,22.58064516,,75.91572970554272
2022-07,PARIS LYON,NANCY,PARIS LYON → NANCY,6.25,40.625,9.375,25.0,15.625,3.125
2022-08,PARIS LYON,NANCY,PARIS LYON → NANCY,16.66666667,37.5,20.83333333,12.5,8.333333333,4.166666666666671
2022-09,PARIS LYON,NANCY,PARIS LYON → NANCY,25.0,190.4200842324105,12.5,12.5,6.25,0.0
2022-11,PARIS LYON,NANCY,PARIS LYON → NANCY,19.04761905,47.61904762,9.523809524,19.04761905,4.761904762,0.0
2022-12,PARIS LYON,NANCY,PARIS LYON → NANCY,4.0,190.4200842324105,24.0,198.7610364132147,0.0,4.0
2023-01,PARIS LYON,NANCY,PARIS LYON → NANCY,20.83333333,37.5,16.66666667,25.0,0.0,0.0
2023-02,PARIS LYON,NANCY,PARIS LYON → NANCY,26.31578947,42.105263157894704,,,,0.0
2023-04,PARIS LYON,NANCY,PARIS LYON → NANCY,15.38461538,7.69230769,30.76923077,30.76923077,15.38461538,
2023-05,PARIS LYON,NANCY,PARIS LYON → NANCY,16.666666669999998,33.333333329999995,25.0,25.0,0.0,75.91572970554272
2023-06,PARIS LYON,NANCY,PARIS LYON → NANCY,23.52941176,190.4200842324105,20.58823529,17.64705882,11.76470588,0.0
2023-07,PARIS LYON,NANCY,PARIS LYON → NANCY,11.53846154,190.4200842324105,26.92307692,,7.69230769,
2023-08,PARIS LYON,NANCY,PARIS LYON → NANCY,0.0,41.17647059,35.294117650000004,5.88235294,11.76470588,5.88235294
2023-10,PARIS LYON,NANCY,PARIS LYON → NANCY,20.83333333,33.333333329999995,33.333333329999995,4.16666667,4.16666667,4.16666667
2023-12,PARIS LYON,NANCY,PARIS LYON → NANCY,31.25,6.25,18.75,31.25,0.0,12.5
2024-01,PARIS LYON,NANCY,PARIS LYON → NANCY,5.0,190.4200842324105,25.0,25.0,5.0,10.0
2024-02,PARIS LYON,NANCY,PARIS LYON → NANCY,14.28571429,4.76190476,218.65088787857883,,19.04761905,4.76190476
2024-03,PARIS LYON,NANCY,PARIS LYON → NANCY,19.04761905,14.28571429,28.57142857,,0.0,4.76190476
2024-04,PARIS LYON,NANCY,PARIS LYON → NANCY,5.55555556,27.77777778,,22.222222220000003,5.55555556,
2024-05,PARIS LYON,NANCY,PARIS LYON → NANCY,9.09090909,18.18181818,63.636363640000006,9.09090909,0.0,0.0
2024-07,PARIS LYON,NANCY,PARIS LYON → NANCY,5.88235294,11.76470588,218.65088787857883,,0.0,11.76470588
2024-08,PARIS LYON,NANCY,PARIS LYON → NANCY,45.45454545,27.27272727,18.18181818,0.0,0.0,9.09090909
2024-12,PARIS LYON,NANCY,PARIS LYON → NANCY,0.0,15.78947368,21.05263158,,5.26315789,21.05263158
2018-01,PARIS LYON,NICE VILLE,PARIS LYON → NICE VILLE,60.86956522,13.04347826,218.65088787857883,0.0,4.347826087,0.0
2018-02,PARIS LYON,NICE VILLE,PARIS LYON → NICE VILLE,42.30769231,15.38461538,19.23076923,19.23076923,72.0439601026586,0.0
2018-03,PARIS LYON,NICE VILLE,PARIS LYON → NICE VILLE,38.70967742,25.80645161,22.58064516,12.90322581,0.0,
2018-04,PARIS LYON,NICE VILLE,PARIS LYON → NICE VILLE,19.04761905,38.0952381,9.523809524,33.33333333,0.0,0.0
2018-06,PARIS LYON,NICE VILLE,PARIS LYON → NICE VILLE,40.90909091,22.72727273,31.81818182,0.0,4.545454545,0.0
2018-07,PARIS LYON,NICE VILLE,PARIS LYON → NICE VILLE,28.91566265,24.09638554,15.6626506,,7.228915663,1.204819277
2018-08,PARIS LYON,NICE VILLE,PARIS LYON → NICE VILLE,33.92857143,26.78571429,12.5,19.64285714,3.571428571,3.571428571
2018-10,PARIS LYON,NICE VILLE,PARIS LYON → NICE VILLE,32.14285714,,218.65088787857883,21.42857143,0.0,3.571428571
2018-12,PARIS LYON,NICE VILLE,PARIS LYON → NICE VILLE,46.42857143,10.71428571,7.142857143,25.0,3.571428571,7.142857143
2019-01,PARIS LYON,NICE VILLE,PARIS LYON → NICE VILLE,47.61904762,28.57142857,9.523809524,4.761904762,4.761904762,4.761904762
2019-02,PARIS LYON,NICE VILLE,PARIS LYON → NICE VILLE,15.38461538,7.692307692,,23.07692308,7.692307692,
2019-03,PARIS LYON,NICE VILLE,PARIS LYON → NICE VILLE,26.66666667,6.666666667,53.33333333,13.33333333,,0.0
2019-04,PARIS LYON,NICE VILLE,PARIS LYON → NICE VILLE,,6.25,18.75,6.25,18.75,0.0
2019-05,PARIS LYON,NICE VILLE,PARIS LYON → NICE VILLE,28.57142857,14.28571429,33.33333333,14.28571429,9.523809524,0.0
2019-07,PARIS LYON,NICE VILLE,PARIS LYON → NICE VILLE,28.88888889,20.0,17.77777778,28.88888889,72.0439601026586,2.222222222
